Energy (eV),Loss (a.u.)
70.53906516547254,0.08890904953796458
70.03726287262874,0.09370903247577685
69.53865126969,0.09892607847911283
69.03556124436531,0.10622166361985093
68.53591160220995,0.11165550052146074
68.03597871990348,0.11719108103592363
67.53593205574913,0.12547663560806369
67.03593623345043,0.1333176310166812
66.53615104054923,0.14200982874123944
66.03673143465531,0.15049770756698105
65.53436525965449,0.15988674762250527
65.0361748977666,0.17134357958129565
64.53542815523879,0.18081855848373193
64.0324162494193,0.1930722873507678
63.533930857874516,0.20567162299172953
63.03353658536586,0.2193360460456091
62.53465745828502,0.23510191203778014
62.03430514577187,0.2517652193513137
61.532738095238095,0.2670109011850394
61.03321033210333,0.2842480916159046
60.532864880690965,0.30528286536493293
60.03193960511034,0.3244278274222361
59.530665131010664,0.3468392909156128
59.032073855524885,0.37101674462297846
58.53071624044541,0.3943612994180597
58.02965804369182,0.42015687128415713
57.53176885261107,0.4507940277028788
57.02923869069512,0.4784052465395303
56.53025884068538,0.5137793151588779
56.02981029810299,0.54960407316364
55.53068624378889,0.5921409931911208
55.028168389300454,0.6378354117261301
54.52986944481077,0.6923012617825542
54.0287456445993,0.7511496349902498
53.52750809061489,0.8153604185553541
53.02868379429744,0.8869365265947015
52.52794715447154,0.9603691072417618
52.027848844524605,1.0287026416395635
51.52647975077882,1.0866622193524373
51.02628439800914,1.1223897171165296
50.52747342267118,1.1340586970913042
50.026212848328434,1.1238064586467211
49.526889447838066,1.099276940227494
49.02580721653559,1.0755764290121421
48.52526991081208,1.0664328746141638
48.02555168408828,1.086821947027342
47.52509386253927,1.1600622771940599
47.02426080363912,1.2967568571061017
46.52514720774107,0.9000499277698443
46.02456127332765,0.9456214686381128
45.524606407574595,1.063585538132786
45.02395470383276,1.1433610288276266
44.52300624506496,1.1776466858837915
44.023706437646396,1.1724746523211274
43.52326152550698,1.139537075113483
43.02212665603108,1.1016374799041169
42.5221951804751,1.0738288822456705
42.02235772357724,1.0624682350950325
41.52162270718972,1.0610459720166467
41.0218253968254,1.0459616655550725
40.52200045732206,0.9855935243714121
40.02129307007357,0.8777391715383028
39.52147317446158,0.7573186950487631
39.02047749363028,0.6628430850471556
38.52005961992299,0.6140634575083743
38.0206577374567,0.6117782857491509
37.52041618776843,0.6223044199031365
37.019905100122365,0.5571994701364976
36.51966556759303,0.4280984300153484
36.01916376306621,0.3399073988422783
35.51896921975663,0.3122198088522804
35.01863143631437,0.37662231078621883
34.51874113031138,0.271476048069483
34.01798935995174,0.215730120285468
33.517968116725214,0.2219148282469381
33.017486891485454,0.23537778867934947
32.51723505203282,0.25356465297326475
32.017034456058845,0.2761856393543448
31.51676829268293,0.3063837820304938
31.01637704713089,0.3426896078847967
30.51585446852476,0.3877291093244916
30.01596980255517,0.4438615212234994
29.51533464988461,0.5133718942456609
29.015507683671323,0.6001738143536948
28.51527480863389,0.7075369242299351
28.014905149051494,0.8386325183717667
27.514694466008653,0.9975571077238665
27.01437282229965,1.1860243674910198
26.51434189714872,1.3914481927652909
26.013924422262303,1.6042022263182452
25.51366693404085,1.7958463969643228
25.013106424164217,1.9339970569177114
24.512903608267795,1.997712050976366
24.01277584204414,1.983482803203463
23.512576053374783,1.9058771542468445
23.012280636663824,1.7895806893759756
22.51197735191638,1.6638961593419406
22.011853218823198,1.5376101897698304
21.5114363500789,1.4179103596431235
21.01117886178862,1.304834928821642
20.5109126984127,1.1979191832392377
20.010646535036784,1.092647001705521
19.51023874681514,0.9882378028392869
19.010037545015713,0.8878698484341928
18.509952550061183,0.792215336622433
18.009581881533105,0.7052276682714742
17.509315718157186,0.6283665692895393
17.00899467997587,0.5637866749900344
16.508743445742727,0.5103381649790932
16.008517228029422,0.467858268541672
15.508188523565446,0.43507563028094076
15.007984901277585,0.41071564540555655
14.507753841835662,0.3943224289518633
14.007452574525747,0.38402691864140015
13.507186411149824,0.37797848706242365
13.006962211131151,0.37008353092090734
12.506679302731207,0.3448809957911323
12.00638792102207,0.295477333810058
11.506140318331912,0.32693355419763537
11.005828963828487,0.4385537811082981
10.50558943089431,0.4972598349777553
10.005323267518392,0.472717392903579
9.505018772507857,0.39098364936571367
9.004790940766553,0.2991145309514233
8.504497339987935,0.22429154554199995
8.004258614014711,0.17142090617207945
7.503992450638792,0.13567877774992498
7.003726287262873,0.11157291328005368
6.503447010406565,0.09456560425317191
6.003193960511035,0.08090087657549958
5.502914481914243,0.06702053625163401
5.002661633759196,0.05051723387669732
4.752527593776699,0.04153582358392092
4.502395470383276,0.03281583425274263
4.252248669993968,0.02502528235715058
4.002129307007356,0.018591394762400012
3.751984877126654,0.013613749937388734
3.501853258092655,0.009956580568756847
3.2517235052032825,0.007357014304769537
3.001589717407769,0.0055451049804464796
2.7514572409571216,0.004295372760496701
2.501325773233294,0.0034334323885607397
2.251193649837308,0.0028375798859546324
2.0010614255687416,0.0024298391757388645
1.7509291004275345,0.002165102207119689
1.5007966744136247,0.0020403620740602557
1.250662886616647,0.0021329497649998533
1.0005307127843708,0.002813738279519035
0.7503978832791027,0.0029990395021265905
0.5002653563921854,0.00026288726121751437
